Customer_ID,Wines_Products,Fruits_Products,Meat_Products,Fish_Products,Sweet_Products
1019,173,43,118,46,27
1020,8,0,3,0,0
1021,587,51,898,247,0
1022,362,50,431,134,35
1023,983,76,184,180,138
1024,0,1,3,10,6
1025,25,5,19,7,0
1026,1156,120,915,94,144
1027,239,3,141,0,7
1028,6,16,24,11,0
1029,1,1,1725,1,1
1030,1111,24,790,160,45
1031,238,17,68,8,10
1032,22,0,6,6,2
1033,3,9,4,7,8
1034,758,12,385,33,89
1035,729,17,133,11,0
1036,6,0,5,2,1
1037,145,1,33,2,1
1038,454,0,171,8,19
1039,267,6,54,8,3
1040,1083,108,649,253,151
1041,37,0,7,3,0
1042,99,0,15,2,1
1043,757,80,217,29,80
1044,45,7,99,4,25
1045,172,12,112,8,0
1046,15,0,2,0,0
1047,262,6,61,0,10
1048,451,0,39,0,4
1049,316,58,161,76,51
1050,635,88,546,172,88
1051,4,12,11,3,13
1052,123,1,26,2,0
1053,545,7,114,37,21
1054,957,40,175,158,53
1055,572,8,259,34,35
1056,1478,19,403,0,19
1057,81,18,113,47,13
1058,1020,31,430,62,63
1059,502,12,109,16,6
1060,509,133,497,78,24
1061,8,0,9,2,1
1062,12,2,17,6,1
1063,631,0,115,10,7
1064,513,14,154,19,0
1065,466,22,432,147,113
1066,7,3,10,8,1
1067,73,57,100,71,15
1068,15,4,13,0,0
1069,338,4,89,11,8
1070,848,154,323,201,61
1071,202,47,197,55,42
1072,97,12,84,13,10
1073,51,4,50,12,1
1074,140,4,61,0,13
1075,309,3,24,4,3
1076,20,4,10,6,4
1077,1013,30,399,60,46
1078,459,0,24,6,0
1079,10,4,7,0,6
1080,948,10,86,13,21
1081,56,0,9,0,0
1082,563,50,774,28,31
1083,1,4,3,8,9
1084,110,0,5,2,0
1085,674,168,108,192,42
1086,611,76,749,59,45
1087,81,1,31,2,1
1088,16,7,23,0,8
1089,12,0,13,2,0
1090,46,4,36,2,2
1091,4,2,12,7,5
1092,115,27,44,4,146
1093,2,3,10,11,2
1094,46,0,7,0,0
1095,1074,0,69,0,0
1096,123,17,171,39,0
1097,402,35,106,101,77
1098,56,10,92,19,7
1099,25,6,16,20,0
1100,408,0,21,0,0
1101,560,21,442,29,44
1102,2,7,11,16,12
1103,35,0,2,0,0
1104,7,0,1,0,0
1105,36,0,12,2,2
1106,899,102,838,133,102
1107,1017,50,500,65,50
1108,493,183,352,184,23
1109,21,2,28,3,2
1110,247,8,160,6,8
1111,606,7,155,10,0
1112,2,1,6,2,1
1113,312,21,206,102,92
1114,724,74,929,97,55
1115,359,0,134,13,26
1116,97,3,66,12,7
1117,2,4,9,10,5
1118,73,28,217,10,24
1119,240,90,216,63,6
1120,138,120,204,16,126
1121,158,6,45,8,2
1122,272,7,80,20,7
1123,28,0,6,1,1
1124,8,0,8,0,0
1125,895,10,101,13,0
1126,210,0,6,0,0
1127,19,3,19,3,1
1128,547,7,140,0,7
1129,43,5,28,7,6
1130,143,6,52,11,8
1131,76,14,74,13,5
1132,833,33,549,151,133
1133,144,2,99,7,2
1134,158,0,23,0,0
1135,8,4,20,6,3
1136,203,0,10,0,0
1137,26,2,19,10,5
1138,37,0,17,0,0
1139,80,1,37,0,1
1140,2,2,11,10,6
1141,752,122,476,39,153
1142,173,2,39,3,2
1143,165,3,147,4,24
1144,614,35,160,58,35
1145,45,3,9,4,4
1146,1168,92,408,72,129
1147,1142,51,415,90,69
1148,1171,43,219,19,14
1149,546,72,376,94,145
1150,986,36,168,16,0
1151,918,57,842,99,38
1152,445,25,706,80,76
1153,313,8,104,6,4
1154,40,15,15,17,6
1155,19,13,18,10,7
1156,10,0,3,0,0
1157,141,70,106,72,19
1158,191,9,97,0,6
1159,629,17,177,69,0
1160,5,2,8,2,2
1161,33,0,5,0,0
1162,76,10,56,3,1
1163,488,21,238,56,108
1164,11,4,20,10,3
1165,561,64,785,84,128
1166,37,0,17,0,0
1167,340,108,185,130,38
1168,22,2,14,0,1
1169,499,149,815,173,49
1170,34,3,29,0,4
1171,18,0,9,0,1
1172,14,10,29,4,7
1173,10,0,10,3,1
1174,457,4,29,0,0
1175,110,5,59,7,1
1176,507,19,364,25,47
1177,81,4,33,5,2
1178,378,14,68,19,14
1179,703,102,601,0,58
1180,1276,24,746,94,29
1181,710,15,30,20,0
1182,138,39,63,55,18
1183,255,43,134,37,14
1184,984,51,432,180,120
1185,270,31,88,11,48
1186,816,42,450,55,56
1187,28,9,37,12,7
1188,53,0,8,0,0
1189,1076,16,417,42,48
1190,673,0,199,37,47
1191,14,0,16,0,0
1192,135,0,10,0,4
1193,1311,0,359,46,89
1194,652,8,158,21,0
1195,324,48,186,39,18
1196,410,73,747,76,161
1197,30,8,12,8,8
1198,258,107,291,84,37
1199,768,44,561,77,44
1200,565,32,435,28,32
1201,13,2,14,8,7
1202,3,3,7,0,2
1203,835,73,380,114,73
1204,1,1,4,11,9
1205,621,73,414,78,48
1206,5,2,16,3,2
1207,20,0,14,7,3
1208,230,35,75,63,57
1209,10,12,12,25,1
1210,223,2,31,0,2
1211,191,56,139,51,8
1212,67,1,20,0,2
1213,25,0,11,3,0
1214,26,0,15,2,1
1215,909,12,278,0,12
1216,42,0,17,0,0
1217,7,10,13,16,0
1218,151,7,89,0,7
1219,647,107,391,175,67
1220,267,140,599,34,12
1221,829,138,430,60,92
1222,1050,178,555,77,138
1223,344,189,482,50,33
1224,12,6,2,11,2
1225,605,10,345,84,54
1226,42,1,18,3,0
1227,21,8,20,15,3
1228,789,0,133,0,28
1229,243,101,405,29,40
1230,527,24,230,32,24
1231,12,4,6,11,8
1232,581,49,157,43,8
1233,105,0,9,2,1
1234,14,2,30,8,2
1235,76,0,7,0,0
1236,293,6,23,13,6
1237,2,5,9,28,6
1238,16,11,15,2,0
1239,6,2,18,2,8
1240,0,0,1,7,4
1241,546,0,48,0,6
1242,613,22,319,33,102
1243,2,2,2,2,1
1244,29,0,29,0,5
1245,521,168,706,80,76
1246,1012,80,498,0,16
1247,826,50,317,50,38
1248,11,0,36,15,5
1249,230,48,214,13,32
1250,504,13,131,8,0
1251,964,34,137,15,0
1252,1,26,25,17,23
1253,513,7,133,46,14
1254,178,3,85,71,66
1255,22,1,13,4,0
1256,22,3,18,0,0
1257,277,162,305,173,76
1258,30,5,22,8,9
1259,3,0,5,13,0
1260,227,151,573,98,54
1261,293,0,87,4,11
1262,771,51,154,54,10
1263,144,0,7,0,0
1264,28,6,27,12,17
1265,33,4,24,4,2
1266,10,3,3,0,0
1267,2,8,1,4,7
1268,38,4,22,4,2
1269,438,66,400,12,38
1270,68,1,13,3,5
1271,502,19,132,0,6
1272,314,11,53,4,3
1273,572,19,286,50,38
1274,479,28,136,75,14
1275,16,0,17,6,3
1276,456,19,832,75,118
1277,34,1,14,0,0
1278,2,2,1,3,1
1279,957,47,494,82,47
1280,22,1,8,2,1
1281,5,13,14,0,5
1282,267,98,606,48,70
1283,448,21,125,52,101
1284,98,0,106,49,10
1285,13,0,3,0,0
1286,712,26,538,69,13
1287,14,0,23,4,5
1288,37,4,24,16,9
1289,1,1,3,1,1
1290,8,4,10,2,2
1291,8,0,14,2,3
1292,182,2,49,17,13
1293,284,3,84,4,7
1294,167,13,180,86,13
1295,43,12,96,78,40
1296,38,0,12,3,1
1297,245,16,223,21,43
1298,641,7,56,0,0
1299,241,45,604,34,26
1300,167,48,602,63,72
1301,593,30,91,29,22
1302,4,7,15,13,9
1303,224,0,30,0,0
1304,464,151,292,65,60
1305,1285,42,716,55,0
1306,100,1,39,6,1
1307,17,8,12,11,15
1308,387,20,713,38,54
1309,35,1,16,0,1
1310,14,0,4,0,0
1311,1,1,5,0,3
1312,675,11,400,15,45
1313,99,13,66,43,8
1314,518,42,742,55,56
1315,1073,0,629,145,37
1316,783,30,537,140,76
1317,23,2,17,2,1
1318,537,6,42,16,6
1319,656,16,106,32,16
1320,279,172,74,38,8
1321,163,48,90,0,45
1322,24,3,26,7,1
1323,479,35,179,28,7
1324,17,3,18,3,4
1325,43,2,27,0,9
1326,109,18,16,24,26
1327,739,107,309,140,80
1328,189,2,55,0,5
1329,1200,0,204,38,29
1330,8,7,9,13,6
1331,194,55,134,15,0
1332,3,3,14,15,21
1333,604,28,674,91,28
1334,888,0,57,0,0
1335,432,79,341,177,136
1336,897,23,207,15,11
1337,3,6,5,0,2
1338,953,0,71,0,0
1339,483,0,591,156,0
1340,205,20,47,23,2
1341,833,80,363,52,26
1342,395,15,263,60,54
1343,43,4,12,8,0
1344,4,0,5,0,1
1345,686,17,142,23,26
1346,88,10,46,2,3
1347,209,162,209,41,162
1348,381,35,172,56,86
1349,35,0,13,2,0
1350,24,0,2,0,0
1351,172,73,93,95,78
1352,9,0,3,0,0
1353,792,0,275,45,45
1354,55,0,6,2,0
1355,496,32,849,229,48
1356,2,5,12,4,8
1357,505,0,26,0,0
1358,344,35,178,15,23
1359,39,0,56,20,8
1360,12,0,4,0,0
1361,908,48,217,32,12
1362,736,163,818,212,163
1363,79,1,31,4,4
1364,260,86,559,63,9
1365,10,0,7,2,0
1366,13,6,15,3,5
1367,347,44,534,17,0
1368,5,3,10,12,7
1369,448,4,34,6,4
1370,4,22,11,3,7
1371,570,73,614,133,102
1372,23,0,11,2,1
1373,34,1,19,2,7
1374,21,5,3,10,1
1375,341,142,113,259,151
1376,336,130,411,240,32
1377,6,17,16,6,16
1378,161,28,136,32,3
1379,25,6,25,6,0
1380,96,12,96,33,22
1381,297,7,79,0,11
1382,393,5,136,7,5
1383,797,153,293,72,97
1384,113,61,204,34,26
1385,56,5,24,4,0
1386,342,51,936,207,35
1387,494,5,82,7,0
1388,216,2,6,0,0
1389,211,2,30,7,7
1390,11,0,5,0,0
1391,96,1,42,12,3
1392,8,3,19,0,2
1393,85,44,54,102,78
1394,111,16,37,7,9
1395,240,132,445,250,192
1396,1332,17,311,23,51
1397,13,0,8,2,1
1398,958,159,447,20,0
1399,19,0,9,0,0
1400,520,42,98,0,42
1401,157,43,127,68,56
1402,39,2,25,4,3
1403,68,0,226,51,157
1404,928,63,254,0,12
1405,67,4,32,17,2
1406,420,15,186,151,38
1407,209,0,40,3,2
1408,77,28,31,16,0
1409,1032,105,779,137,105
1410,22,1,9,0,0
1411,84,10,34,11,10
1412,6,6,29,12,15
1413,99,2,11,4,0
1414,144,1,32,2,1
1415,143,15,60,24,23
1416,39,1,9,2,1
1417,11,0,13,2,4
1418,1,3,3,8,1
1419,275,0,86,10,23
1420,166,5,107,11,8
1421,67,5,61,3,8
1422,5,11,16,21,8
1423,817,183,797,106,163
1424,30,5,24,6,3
1425,5,3,9,6,2
1426,562,58,168,43,16
1427,218,63,282,137,35
1428,15,0,8,4,2
1429,6,3,12,6,1
1430,554,35,113,0,7
1431,152,3,22,2,5
1432,350,104,189,197,151
1433,182,17,259,77,70
1434,244,51,270,101,0
1435,173,26,255,35,71
1436,293,0,124,179,97
1437,11,7,12,2,2
1438,350,3,39,0,0
1439,13,11,24,13,8
1440,68,7,59,10,5
1441,6,0,3,0,0
1442,12,1,6,0,1
1443,641,7,84,0,30
1444,233,20,57,8,20
1445,197,107,227,7,59
1446,198,18,252,32,108
1447,68,129,396,188,22
1448,940,44,396,0,88
1449,18,7,34,10,2
1450,224,2,25,7,0
1451,209,19,456,160,142
1452,161,0,253,199,191
1453,820,57,242,45,0
1454,179,21,273,0,21
1455,141,11,114,15,14
1456,967,0,617,43,50
1457,620,26,195,34,17
1458,6,4,25,15,12
1459,1245,33,332,21,33
1460,9,1,5,2,1
1461,8,15,27,0,20
1462,1285,105,653,28,21
1463,819,0,72,12,0
1464,101,13,76,20,18
1465,10,7,25,6,3
1466,350,8,66,17,4
1467,18,0,6,3,3
1468,24,0,8,0,1
1469,658,80,483,123,13
1470,734,22,350,151,25
1471,1285,21,449,106,20
1472,505,137,401,104,22
1473,400,32,519,71,75
1474,346,17,48,23,13
1475,9,1,2,3,2
1476,53,8,17,13,0
1477,1239,17,413,23,34
1478,46,0,30,12,1
1479,22,0,19,6,5
1480,120,58,73,65,89
1481,1184,32,352,21,16
1482,31,1,13,7,2
1483,595,71,153,120,112
1484,199,12,31,3,12
1485,3,1,8,23,2
1486,5,1,6,3,4
1487,1,3,6,3,6
1488,48,0,2,0,0
1489,423,184,368,13,97
1490,572,8,232,23,62
1491,241,0,12,0,0
1492,565,6,65,0,6
1493,7,4,23,7,0
1494,10,14,29,4,2
1495,202,2,46,3,2
1496,30,0,8,2,0
1497,28,0,11,0,0
1498,285,28,242,55,114
1499,16,36,21,20,62
1500,117,0,22,13,0
1501,4,1,11,6,2
1502,1023,93,651,49,55
1503,233,2,53,3,5
1504,51,12,49,17,24
1505,53,3,49,7,4
1506,482,35,553,72,160
1507,28,0,9,3,0
1508,318,3,17,4,7
1509,85,15,27,13,13
1510,6,4,9,6,36
1511,158,0,76,13,7
1512,22,2,31,7,4
1513,508,5,21,7,5
1514,1,6,7,0,1
1515,428,30,214,80,30
1516,16,0,3,0,0
1517,863,83,547,86,99
1518,98,1,17,0,1
1519,897,126,196,91,112
1520,557,129,761,29,185
1521,594,134,786,33,134
1522,15,0,6,0,1
1523,138,15,35,25,11
1524,1,2,7,4,3
1525,378,97,259,197,194
1526,447,0,28,0,0
1527,134,8,76,6,0
1528,980,37,265,35,163
1529,18,0,5,0,0
1530,329,35,222,130,35
1531,135,25,51,23,25
1532,56,0,12,0,0
1533,6,6,15,10,5
1534,7,10,17,8,6
1535,7,4,13,15,8
1536,9,0,6,3,1
1537,734,26,70,11,44
1538,9,0,7,3,4
1539,6,10,12,3,15
1540,14,0,1,0,0
1541,1,4,10,29,0
1542,5,1,13,3,5
1543,284,0,52,8,3
1544,795,0,545,95,58
1545,8,0,7,3,1
1546,24,1,16,12,2
1547,239,7,119,4,15
1548,615,28,259,12,48
1549,526,80,553,123,94
1550,8,4,10,6,7
1551,1296,17,311,45,69
1552,30,0,9,0,0
1553,351,16,156,7,5
1554,127,4,73,15,6
1555,5,0,3,0,0
1556,604,0,100,19,0
1557,376,53,462,168,53
1558,112,0,6,2,1
1559,421,76,536,82,178
1560,412,172,153,150,105
1561,48,0,14,0,0
1562,245,19,125,37,67
1563,183,33,493,59,103
1564,15,1,23,0,5
1565,19,1,10,2,1
1566,252,98,827,219,70
1567,5,6,10,6,5
1568,750,71,174,13,10
1569,11,0,3,0,0
1570,5,23,15,0,18
1571,121,62,90,68,20
1572,399,28,756,36,40
1573,90,17,97,15,6
1574,7,7,14,7,16
1575,565,42,548,64,83
1576,1149,71,449,69,71
1577,11,3,22,2,2
1578,77,8,44,10,10
1579,1298,0,70,37,14
1580,29,1,9,2,0
1581,800,0,297,0,34
1582,20,2,9,4,6
1583,14,0,3,0,0
1584,482,34,471,119,68
1585,280,0,18,0,0
1586,56,4,76,17,1
1587,296,13,104,11,13
1588,301,7,74,10,0
1589,35,40,111,36,40
1590,70,6,69,2,3
1591,283,10,38,0,13
1592,12,3,8,8,0
1593,230,14,156,82,24
1594,37,5,56,12,8
1595,387,126,342,0,45
1596,516,0,21,0,0
1597,75,12,141,43,39
1598,132,0,16,0,0
1599,155,7,80,13,7
1600,392,5,91,28,26
1601,217,76,690,50,26
1602,194,2,56,0,0
1603,201,53,172,116,77
1604,9,1,5,0,0
1605,448,40,469,80,0
1606,514,22,732,42,198
1607,512,53,98,81,179
1608,812,99,431,237,149
1609,960,28,183,220,70
1610,26,3,23,4,7
1611,382,138,65,60,26
1612,171,0,11,0,1
1613,397,46,288,20,38
1614,27,0,5,0,0
1615,35,0,4,0,0
1616,480,86,249,75,86
1617,26,0,8,0,0
1618,548,31,422,0,112
1619,371,22,39,6,0
1620,14,3,21,2,1
1621,1,3,4,2,3
1622,806,80,161,120,11
1623,968,147,842,137,42
1624,39,1,16,2,0
1625,707,44,603,95,58
1626,1060,21,530,32,0
1627,155,1,25,0,1
1628,4,1,6,4,1
1629,313,15,47,20,0
1630,244,8,32,7,2
1631,208,17,76,36,17
1632,747,10,161,65,40
1633,13,2,21,4,0
1634,51,4,24,4,7
1635,604,26,470,123,161
1636,418,61,428,80,51
1637,387,84,141,73,35
1638,465,71,250,93,35
1639,452,20,514,13,30
1640,32,0,5,2,0
1641,371,159,194,58,106
1642,491,48,231,112,105
1643,1205,0,235,19,14
1644,4,1,5,2,0
1645,179,2,64,38,17
1646,378,0,101,0,0
1647,23,2,11,3,1
1648,576,172,961,125,115
1649,825,8,53,11,0
1650,92,4,18,3,3
1651,458,0,24,6,4
1652,836,185,575,24,25
1653,171,3,129,26,24
1654,493,26,206,116,80
1655,1349,16,249,43,16
1656,20,6,5,0,9
1657,423,42,706,73,197
1658,925,64,179,133,12
1659,525,147,112,219,147
1660,8,1,7,2,0
1661,620,16,165,0,24
1662,407,28,100,120,74
1663,29,1,17,0,3
1664,8,2,4,0,0
1665,324,132,693,27,118
1666,1252,0,465,46,35
1667,12,4,7,1,3
1668,311,26,640,180,37
1669,2,0,7,3,7
1670,512,0,83,0,0
1671,31,0,7,2,0
1672,693,21,118,110,147
1673,515,47,267,62,66
1674,86,2,73,69,38
1675,492,5,32,13,5
1676,1048,0,217,0,0
1677,688,14,309,201,24
1678,562,81,276,80,40
1679,328,9,124,12,24
1680,274,0,21,4,6
1681,4,1,11,0,0
1682,630,26,611,44,18
1683,84,3,61,2,1
1684,36,2,42,20,21
1685,13,3,17,7,3
1686,691,0,69,10,0
1687,415,5,124,15,35
1688,811,76,428,99,137
1689,931,56,253,91,98
1690,3,2,10,3,0
1691,91,64,128,65,3
1692,9,9,11,13,10
1693,290,59,177,77,5
1694,102,9,49,24,3
1695,14,1,21,2,3
1696,840,53,804,23,71
1697,1279,15,287,20,0
1698,221,104,169,102,78
1699,39,33,130,41,26
1700,179,28,520,111,123
1701,261,23,73,4,23
1702,620,54,239,99,98
1703,5,0,8,2,0
1704,559,153,503,218,13
1705,5,3,4,4,1
1706,0,2,3,4,1
1707,944,0,60,0,0
1708,856,61,570,40,25
1709,86,4,56,2,4
1710,53,1,34,2,0
1711,11,2,9,3,0
1712,539,169,816,20,0
1713,365,32,117,34,110
1714,236,106,189,23,41
1715,882,29,514,38,29
1716,1,8,6,4,8
1717,0,4,5,6,0
1718,603,45,207,36,18
1719,66,2,40,4,3
1720,920,138,168,36,46
1721,153,4,56,0,9
1722,27,1,14,4,1
1723,267,3,30,4,0
1724,4,16,20,0,17
1725,8,3,9,19,4
1726,184,174,256,50,30
1727,335,42,127,28,5
1728,357,35,271,28,28
1729,32,34,41,73,16
1730,77,2,35,0,1
1731,62,1,20,4,0
1732,1103,0,45,0,0
1733,708,7,62,0,0
1734,530,142,217,62,9
1735,8,0,3,0,0
1736,4,24,11,16,1
1737,189,10,253,56,43
1738,53,5,19,2,13
1739,65,4,16,0,4
1740,62,0,22,3,1
1741,1449,89,161,69,35
1742,731,60,353,78,12
1743,104,20,101,24,15
1744,465,25,132,136,0
1745,912,72,170,47,36
1746,228,19,130,4,11
1747,866,21,151,28,21
1748,853,10,143,13,10
1749,22,4,17,12,10
1750,3,6,7,0,0
1751,899,0,101,0,0
1752,159,0,22,2,1
1753,1,6,7,11,5
1754,336,123,274,46,123
1755,135,1,41,10,1
1756,742,28,152,25,9
1757,3,18,14,15,22
1758,127,1,56,0,1
1759,606,148,228,15,148
1760,5,0,1,1,1
1761,187,81,149,25,43
1762,519,17,813,27,173
1763,382,114,276,75,124
1764,598,16,141,32,41
1765,368,32,639,13,43
1766,0,0,1,8,3
1767,160,15,196,15,11
1768,42,11,57,10,28
1769,397,19,69,12,0
1770,370,9,92,6,9
1771,15,6,20,4,5
1772,321,11,309,33,26
1773,349,16,144,28,5
1774,16,0,23,3,2
1775,553,25,142,65,67
1776,610,105,125,137,42
1777,5,17,17,13,14
1778,100,2,16,2,1
1779,12,0,4,0,0
1780,20,2,23,3,1
1781,3,5,14,2,12
1782,503,27,419,90,139
1783,724,17,143,0,8
1784,4,0,4,0,0
1785,2,7,5,2,15
1786,3,2,8,20,0
1787,520,20,367,39,81
1788,1073,0,250,153,14
1789,1001,12,240,16,12
1790,238,115,215,169,69
1791,395,183,565,166,141
1792,4,0,2,0,0
1793,301,11,61,4,7
1794,482,147,509,104,107
1795,1302,68,731,89,114
1796,1308,0,396,23,0
1797,7,1,6,0,3
1798,372,18,126,47,48
1799,25,1,13,0,0
1800,464,28,873,29,18
1801,317,46,247,151,46
1802,215,63,507,231,31
1803,89,15,89,34,42
1804,440,81,368,0,122
1805,712,50,420,65,38
1806,1017,33,417,108,100
1807,18,0,2,0,0
1808,159,0,120,0,0
1809,212,123,177,15,64
1810,11,7,9,3,1
1811,6,2,15,6,6
1812,174,18,81,28,6
1813,16,3,25,6,1
1814,997,26,269,34,13
1815,0,0,0,6,2
1816,56,0,11,0,0
1817,160,80,369,67,39
1818,1,5,3,7,4
1819,8,2,15,0,10
1820,11,5,22,12,5
1821,36,0,2,0,0
1822,180,60,241,13,54
1823,318,8,407,150,35
1824,389,91,248,64,49
1825,369,9,87,12,14
1826,16,4,12,2,4
1827,159,4,45,6,2
1828,847,66,119,86,89
1829,1090,12,96,16,12
1830,205,7,41,3,2
1831,68,28,39,16,30
1832,605,91,399,0,45
1833,33,0,5,0,0
1834,50,4,28,6,3
1835,29,0,2,0,0
1836,0,0,1,2,12
1837,170,6,97,24,12
1838,327,9,122,19,14
1839,40,1,40,4,3
1840,14,0,3,0,0
1841,295,35,482,121,120
1842,6,7,4,3,4
1843,675,144,133,94,192
1844,1,45,3,4,6
1845,1,6,2,8,2
1846,1,0,5,0,3
1847,25,1,9,2,1
1848,2,13,6,7,5
1849,274,83,216,151,141
1850,95,14,64,2,9
1851,265,138,553,224,23
1852,1126,28,211,37,28
1853,2,0,9,3,6
1854,184,23,446,30,23
1855,172,41,86,45,6
1856,24,2,20,2,2
1857,519,71,860,93,27
1858,40,2,23,0,4
1859,158,19,288,25,0
1860,134,11,59,15,2
1861,71,0,18,0,0
1862,483,0,108,0,6
1863,749,40,294,121,160
1864,476,75,162,29,151
1865,693,21,925,31,24
1866,100,64,79,65,0
1867,2,0,5,2,0
1868,19,1,20,16,14
1869,741,19,154,50,9
1870,691,7,69,0,7
1871,51,0,16,0,0
1872,438,169,565,91,169
1873,386,23,95,54,41
1874,10,0,8,0,0
1875,431,82,441,80,20
1876,29,4,34,2,4
1877,283,17,372,138,106
1878,70,54,109,80,9
1879,173,13,131,32,3
1880,16,1,2,0,0
1881,125,16,98,134,21
1882,281,7,84,15,0
1883,180,32,348,76,32
1884,225,162,387,106,36
1885,794,73,573,0,29
1886,63,10,83,7,19
1887,2,6,28,13,4
1888,12,1,16,4,1
1889,71,0,13,3,1
1890,26,1,16,2,2
1891,770,29,890,250,27
1892,28,0,4,0,0
1893,90,67,165,30,43
1894,24,0,27,8,30
1895,87,5,71,7,12
1896,6,5,4,13,4
1897,240,67,500,199,0
1898,2,8,11,3,8
1899,349,7,35,0,0
1900,400,4,35,6,0
1901,277,21,64,62,21
1902,760,80,466,17,13
1903,909,11,218,0,0
1904,145,193,459,205,26
1905,653,17,170,34,26
1906,45,0,16,2,1
1907,15,0,4,0,0
1908,11,0,10,0,2
1909,46,0,40,3,0
1910,713,0,264,120,80
1911,185,8,133,56,56
1912,404,0,92,28,27
1913,10,6,11,0,4
1914,5,2,3,3,0
1915,217,77,373,111,23
1916,293,8,124,11,4
1917,522,0,522,227,120
1918,40,0,19,2,1
1919,532,21,127,26,20
1920,73,18,66,7,12
1921,6,3,14,15,7
1922,4,2,5,2,0
1923,760,40,480,0,40
1924,247,161,295,210,85
1925,15,5,14,0,4
1926,24,1,10,2,0
1927,9,0,5,0,0
1928,47,1,6,0,0
1929,37,0,46,4,3
1930,303,23,751,82,26
1931,182,4,33,0,2
1932,88,3,21,4,1
1933,288,10,30,4,10
1934,790,19,133,12,0
1935,2,1,18,20,11
1936,6,5,5,8,0
1937,226,22,133,41,31
1938,327,9,125,25,4
1939,29,0,14,0,0
1940,234,14,77,19,10
1941,31,0,6,0,1
1942,355,30,177,90,138
1943,179,8,83,19,11
1944,344,45,654,104,11
1945,709,43,182,42,118
1946,407,53,221,58,150
1947,273,11,178,62,83
1948,992,24,694,51,19
1949,3,2,12,0,1
1950,4,1,7,2,1
1951,255,31,446,40,56
1952,315,4,62,41,31
1953,597,166,597,172,166
1954,1092,37,592,145,37
1955,279,0,18,0,0
1956,416,46,925,60,107
1957,983,20,389,240,50
1958,33,6,40,3,7
1959,266,21,300,65,8
1960,173,8,107,7,2
1961,625,35,169,58,17
1962,304,98,230,150,74
1963,454,194,106,31,22
1964,650,28,353,45,42
1965,16,5,30,8,7
1966,2,5,7,0,18
1967,26,0,6,0,0
1968,19,3,18,3,1
1969,336,28,282,184,54
1970,65,0,46,4,3
1971,9,0,3,0,0
1972,26,1,10,2,0
1973,82,33,54,71,30
1974,492,19,110,16,12
1975,546,91,410,119,0
1976,450,133,951,173,0
1977,494,92,391,194,11
1978,183,2,64,7,2
1979,1,6,2,3,6
1980,1396,0,322,46,35
1981,7,2,9,2,0
1982,12,1,21,2,2
1983,99,4,32,37,54
1984,51,2,7,0,1
1985,412,22,132,59,28
1986,2,1,1,0,0
1987,736,114,279,82,76
1988,25,4,9,6,8
1989,2,14,28,16,3
1990,2,1,4,3,1
1991,229,5,56,3,2
1992,376,9,83,19,4
1993,15,2,10,0,1
1994,2,8,10,12,14
1995,37,32,38,11,3
